flow
"smalltalk,ePromoter_start,adm,FAQ,fallback,FAQ"
"smalltalk,ePromoter_start,adm2,FAQ,fallback,FAQ"
"ePromoter_start,adm,FAQ,fallback,FAQ"
"smalltalk,smalltalk,FAQ,Search_product,smalltalk,FAQ,fallback,Recommend_product,chatbot_to_ePromoter,ePromoter_start,Recommend_product,Recommend_product"
"smalltalk,smalltalk,FAQ,smalltalk"
"smalltalk,smalltalk,Flagship,adm,smalltalk"
